NBCI_TAX_Genus	NBCI_TAX_Species	Suggested_IUCN_Genus	Suggested_IUCN_Species
Rattus	tunneyi	Rattus	tunneyi
Rattus	verecundus	Rattus	verecundus
Rattus	villosissimus	Rattus	villosissimus
Ratufa	bicolor	Ratufa	bicolor
Redunca	arundinum	Redunca	arundinum
Redunca	fulvorufula	Redunca	fulvorufula
Reithrodon	auritus	Reithrodon	auritus
Reithrodontomys	bakeri	Reithrodontomys	bakeri
Reithrodontomys	brevirostris	Reithrodontomys	brevirostris
Reithrodontomys	chrysopsis	Reithrodontomys	chrysopsis
Reithrodontomys	creper	Reithrodontomys	creper
Reithrodontomys	fulvescens	Reithrodontomys	fulvescens
Reithrodontomys	gracilis	Reithrodontomys	gracilis
Reithrodontomys	hirsutus	Reithrodontomys	hirsutus
Reithrodontomys	humulis	Reithrodontomys	humulis
Reithrodontomys	megalotis	Reithrodontomys	megalotis
Reithrodontomys	mexicanus	Reithrodontomys	mexicanus
Reithrodontomys	microdon	Reithrodontomys	microdon
Reithrodontomys	montanus	Reithrodontomys	montanus
Reithrodontomys	raviventris	Reithrodontomys	raviventris
Reithrodontomys	spectabilis	Reithrodontomys	spectabilis
Reithrodontomys	sumichrasti	Reithrodontomys	sumichrasti
Reithrodontomys	tenuirostris	Reithrodontomys	tenuirostris
Reithrodontomys	zacatecae	Reithrodontomys	zacatecae
Rhabdomys	dilectus	Delete	Delete
Rhabdomys	pumilio	Rhabdomys	pumilio
Rhinoceros	sondaicus	Rhinoceros	sondaicus
Rhinoceros	unicornis	Rhinoceros	unicornis
Rhinolophus	acuminatus	Rhinolophus	acuminatus
Rhinolophus	affinis	Rhinolophus	affinis
Rhinolophus	alcyone	Rhinolophus	alcyone
Rhinolophus	arcuatus	Rhinolophus	arcuatus
Rhinolophus	beddomei	Rhinolophus	beddomei
Rhinolophus	blasii	Rhinolophus	blasii
Rhinolophus	blythi	Delete	Delete
Rhinolophus	borneensis	Rhinolophus	borneensis
Rhinolophus	capensis	Rhinolophus	capensis
Rhinolophus	celebensis	Rhinolophus	celebensis
Rhinolophus	chaseni	Delete	Delete
Rhinolophus	clivosus	Rhinolophus	clivosus
Rhinolophus	coelophyllus	Rhinolophus	coelophyllus
Rhinolophus	cornutus	Delete	Delete
Rhinolophus	creaghi	Rhinolophus	creaghi
Rhinolophus	darlingi	Rhinolophus	darlingi
Rhinolophus	denti	Rhinolophus	denti
Rhinolophus	eloquens	Rhinolophus	eloquens
Rhinolophus	euryale	Rhinolophus	euryale
Rhinolophus	euryotis	Rhinolophus	euryotis
Rhinolophus	ferrumequinum	Rhinolophus	ferrumequinum
Rhinolophus	formosae	Rhinolophus	formosae
Rhinolophus	fumigatus	Rhinolophus	fumigatus
Rhinolophus	hildebrandti	Rhinolophus	hildebrandtii
Rhinolophus	hipposideros	Rhinolophus	hipposideros
Rhinolophus	inops	Rhinolophus	inops
Rhinolophus	landeri	Rhinolophus	landeri
Rhinolophus	lepidus	Rhinolophus	lepidus
Rhinolophus	luctus	Rhinolophus	luctus
Rhinolophus	maclaudi	Rhinolophus	maclaudi
Rhinolophus	macrotis	Rhinolophus	macrotis
Rhinolophus	malayanus	Rhinolophus	malayanus
Rhinolophus	marshalli	Rhinolophus	marshalli
Rhinolophus	megaphyllus	Rhinolophus	megaphyllus
Rhinolophus	mehelyi	Rhinolophus	mehelyi
Rhinolophus	monoceros	Delete	Delete
Rhinolophus	paradoxolophus	Rhinolophus	paradoxolophus
Rhinolophus	pearsonii	Rhinolophus	pearsonii
Rhinolophus	perditus	Delete	Delete
Rhinolophus	philippinensis	Rhinolophus	philippinensis
Rhinolophus	pusillus	Rhinolophus	pusillus
Rhinolophus	rex	Rhinolophus	rex
Rhinolophus	robinsoni	Rhinolophus	robinsoni
Rhinolophus	rouxii	Rhinolophus	rouxii
Rhinolophus	rufus	Rhinolophus	rufus
Rhinolophus	ruwenzorii	Rhinolophus	ruwenzorii
Rhinolophus	sedulus	Rhinolophus	sedulus
Rhinolophus	shameli	Rhinolophus	shameli
Rhinolophus	siamensis	Rhinolophus	siamensis
Rhinolophus	simulator	Rhinolophus	simulator
Rhinolophus	sinicus	Rhinolophus	sinicus
Rhinolophus	stheno	Rhinolophus	stheno
Rhinolophus	swinnyi	Rhinolophus	swinnyi
Rhinolophus	thomasi	Rhinolophus	thomasi
Rhinolophus	trifoliatus	Rhinolophus	trifoliatus
Rhinolophus	virgo	Rhinolophus	virgo
Rhinolophus	xinanzhongguoensis	Delete	Delete
Rhinopithecus	avunculus	Rhinopithecus	avunculus
Rhinopithecus	bieti	Rhinopithecus	bieti
Rhinopithecus	brelichi	Rhinopithecus	brelichi
Rhinopithecus	roxellana	Rhinopithecus	roxellana
Rhinopithecus	strykeri	Rhinopithecus	strykeri
Rhinosciurus	laticaudatus	Rhinosciurus	laticaudatus
Rhipidomys	leucodactylus	Rhipidomys	leucodactylus
Rhipidomys	macconnelli	Rhipidomys	macconnelli
Rhizomys	pruinosus	Rhizomys	pruinosus
Rhizomys	sinensis	Rhizomys	sinensis
Rhogeessa	aeneus	Rhogeessa	aeneus
Rhogeessa	alleni	Rhogeessa	alleni
Rhogeessa	genowaysi	Rhogeessa	genowaysi
Rhogeessa	gracilis	Rhogeessa	gracilis
Rhogeessa	io	Rhogeessa	io
Rhogeessa	mira	Rhogeessa	mira
Rhogeessa	parvula	Rhogeessa	parvula
Rhogeessa	tumida	Rhogeessa	tumida
Rhogeessa	velilla	Delete	Delete
Rhombomys	opimus	Rhombomys	opimus
Rhynchocyon	petersi	Rhynchocyon	petersi
Rhynchogale	melleri	Rhynchogale	melleri
Rhyncholestes	raphanurus	Rhyncholestes	raphanurus
Rhynchomys	isarogensis	Rhynchomys	isarogensis
Rhynchonycteris	naso	Rhynchonycteris	naso
Romerolagus	diazi	Romerolagus	diazi
Rousettus	aegyptiacus	Rousettus	aegyptiacus
Rousettus	amplexicaudatus	Rousettus	amplexicaudatus
Rousettus	leschenaultii	Rousettus	leschenaultii
Rousettus	madagascariensis	Rousettus	madagascariensis
Rousettus	obliviosus	Rousettus	obliviosus
Rucervus	duvaucelii	Rucervus	duvaucelii
Rucervus	eldi	Rucervus	eldii
Rungwecebus	kipunji	Rungwecebus	kipunji
Rupicapra	pyrenaica	Rupicapra	pyrenaica
Rupicapra	rupicapra	Rupicapra	rupicapra
Rusa	timorensis	Rusa	timorensis
Rusa	unicolor	Rusa	unicolor
Saccopteryx	bilineata	Saccopteryx	bilineata
Saccopteryx	canescens	Saccopteryx	canescens
Saccopteryx	gymnura	Saccopteryx	gymnura
Saccopteryx	leptura	Saccopteryx	leptura
Saccostomus	campestris	Saccostomus	campestris
Saguinus	bicolor	Saguinus	bicolor
Saguinus	fuscicollis	Saguinus	fuscicollis
Saguinus	geoffroyi	Saguinus	geoffroyi
Saguinus	imperator	Saguinus	imperator
Saguinus	labiatus	Saguinus	labiatus
Saguinus	leucopus	Saguinus	leucopus
Saguinus	martinsi	Saguinus	martinsi
Saguinus	midas	Saguinus	midas
Saguinus	mystax	Saguinus	mystax
Saguinus	niger	Saguinus	niger
Saguinus	oedipus	Saguinus	oedipus
Saiga	tatarica	Saiga	tatarica
Saimiri	boliviensis	Saimiri	boliviensis
Saimiri	oerstedii	Saimiri	oerstedii
Saimiri	sciureus	Saimiri	sciureus
Saimiri	ustus	Saimiri	ustus
Salpingotus	kozlovi	Salpingotus	kozlovi
Sarcophilus	harrisii	Sarcophilus	harrisii
Sauromys	petrophilus	Sauromys	petrophilus
Scalopus	aquaticus	Scalopus	aquaticus
Scapanus	latimanus	Scapanus	latimanus
Scapanus	orarius	Scapanus	orarius
Scapanus	townsendii	Scapanus	townsendii
Scaptochirus	moschatus	Scaptochirus	moschatus
Scaptonyx	fusicaudus	Scaptonyx	fusicaudus
Sciurillus	pusillus	Sciurillus	pusillus
Sciurotamias	davidianus	Sciurotamias	davidianus
Sciurus	aberti	Sciurus	aberti
Sciurus	aestuans	Sciurus	aestuans
Sciurus	anomalus	Sciurus	anomalus
Sciurus	carolinensis	Sciurus	carolinensis
Sciurus	granatensis	Sciurus	granatensis
Sciurus	griseus	Sciurus	griseus
Sciurus	ignitus	Sciurus	ignitus
Sciurus	lis	Sciurus	lis
Sciurus	niger	Sciurus	niger
Sciurus	stramineus	Sciurus	stramineus
Sciurus	vulgaris	Sciurus	vulgaris
Scotinomys	teguina	Scotinomys	teguina
Scotinomys	xerampelinus	Scotinomys	xerampelinus
Scotoecus	hirundo	Scotoecus	hirundo
Scotomanes	ornatus	Scotomanes	ornatus
Scotonycteris	zenkeri	Scotonycteris	zenkeri
Scotophilus	borbonicus	Scotophilus	borbonicus
Scotophilus	dinganii	Scotophilus	dinganii
Scotophilus	kuhlii	Scotophilus	kuhlii
Scotophilus	leucogaster	Scotophilus	leucogaster
Scotophilus	marovaza	Scotophilus	marovaza
Scotophilus	nigrita	Scotophilus	nigrita
Scotophilus	nux	Scotophilus	nux
Scotophilus	robustus	Scotophilus	robustus
Scotophilus	tandrefana	Scotophilus	tandrefana
Scotophilus	viridis	Scotophilus	viridis
Sekeetamys	calurus	Sekeetamys	calurus
Semnopithecus	entellus	Semnopithecus	entellus
Semnopithecus	hector	Semnopithecus	hector
Setifer	setosus	Setifer	setosus
Setonix	brachyurus	Setonix	brachyurus
Sicista	kazbegica	Sicista	kazbegica
Sicista	tianshanica	Sicista	tianshanica
Sigmodon	alleni	Sigmodon	alleni
Sigmodon	alstoni	Sigmodon	alstoni
Sigmodon	arizonae	Sigmodon	arizonae
Sigmodon	fulviventer	Sigmodon	fulviventer
Sigmodon	hirsutus	Sigmodon	hirsutus
Sigmodon	hispidus	Sigmodon	hispidus
Sigmodon	leucotis	Sigmodon	leucotis
Sigmodon	mascotensis	Sigmodon	mascotensis
Sigmodon	ochrognathus	Sigmodon	ochrognathus
Sigmodon	peruanus	Sigmodon	peruanus
Sigmodon	toltecus	Sigmodon	toltecus
Simias	concolor	Simias	concolor
Sminthopsis	aitkeni	Sminthopsis	aitkeni
Sminthopsis	archeri	Sminthopsis	archeri
Sminthopsis	bindi	Sminthopsis	bindi
Sminthopsis	butleri	Sminthopsis	butleri
Sminthopsis	crassicaudata	Sminthopsis	crassicaudata
Sminthopsis	dolichura	Sminthopsis	dolichura
Sminthopsis	douglasi	Sminthopsis	douglasi
Sminthopsis	froggatti	Delete	Delete
Sminthopsis	gilberti	Sminthopsis	gilberti
Sminthopsis	granulipes	Sminthopsis	granulipes
Sminthopsis	griseoventer	Sminthopsis	griseoventer
Sminthopsis	hirtipes	Sminthopsis	hirtipes
Sminthopsis	leucopus	Sminthopsis	leucopus
Sminthopsis	longicaudata	Sminthopsis	longicaudata
Sminthopsis	macroura	Sminthopsis	macroura
Sminthopsis	murina	Sminthopsis	murina
Sminthopsis	ooldea	Sminthopsis	ooldea
Sminthopsis	psammophila	Sminthopsis	psammophila
Sminthopsis	stalkeri	Delete	Delete
Sminthopsis	virginiae	Sminthopsis	virginiae
Solenodon	paradoxus	Solenodon	paradoxus
Solomys	ponceleti	Solomys	ponceleti
Solomys	salebrosus	Solomys	salebrosus
Sooretamys	angouya	Sooretamys	angouya
Sorex	alpinus	Sorex	alpinus
Sorex	antinorii	Sorex	antinorii
Sorex	araneus	Sorex	araneus
Sorex	arcticus	Sorex	arcticus
Sorex	arizonae	Sorex	arizonae
Sorex	asper	Sorex	asper
Sorex	bairdi	Sorex	bairdi
Sorex	bedfordiae	Sorex	bedfordiae
Sorex	bendirii	Sorex	bendirii
Sorex	caecutiens	Sorex	caecutiens
Sorex	camtschatica	Sorex	camtschatica
Sorex	cinereus	Sorex	cinereus
Sorex	coronatus	Sorex	coronatus
Sorex	cylindricauda	Sorex	cylindricauda
Sorex	daphaenodon	Sorex	daphaenodon
Sorex	dispar	Sorex	dispar
Sorex	emarginatus	Sorex	emarginatus
Sorex	excelsus	Sorex	excelsus
Sorex	fumeus	Sorex	fumeus
Sorex	gaspensis	Delete	Delete
Sorex	gracillimus	Sorex	gracillimus
Sorex	granarius	Sorex	granarius
Sorex	hosonoi	Sorex	hosonoi
Sorex	hoyi	Sorex	hoyi
Sorex	hydrodromus	Sorex	pribilofensis
Sorex	isodon	Sorex	isodon
Sorex	jacksoni	Sorex	jacksoni
Sorex	leucogaster	Sorex	leucogaster
Sorex	longirostris	Sorex	longirostris
Sorex	lyelli	Sorex	lyelli
Sorex	maritimensis	Sorex	maritimensis
Sorex	milleri	Sorex	milleri
Sorex	minutissimus	Sorex	minutissimus
Sorex	minutus	Sorex	minutus
Sorex	mirabilis	Sorex	mirabilis
Sorex	monticolus	Sorex	monticolus
Sorex	nanus	Sorex	nanus
Sorex	neomexicanus	Sorex	neomexicanus
Sorex	ornatus	Sorex	ornatus
Sorex	pacificus	Sorex	pacificus
Sorex	palustris	Sorex	palustris
Sorex	portenkoi	Sorex	portenkoi
Sorex	preblei	Sorex	preblei
Sorex	raddei	Sorex	raddei
Sorex	roboratus	Sorex	roboratus
Sorex	rohweri	Sorex	rohweri
Sorex	sadonis	Delete	Delete
Sorex	samniticus	Sorex	samniticus
Sorex	satunini	Sorex	satunini
Sorex	saussurei	Sorex	saussurei
Sorex	shinto	Sorex	shinto
Sorex	sonomae	Sorex	sonomae
Sorex	tenellus	Sorex	tenellus
Sorex	thompsoni	Delete	Delete
Sorex	trowbridgii	Sorex	trowbridgii
Sorex	tundrensis	Sorex	tundrensis
Sorex	ugyunak	Sorex	ugyunak
Sorex	unguiculatus	Sorex	unguiculatus
Sorex	vagrans	Sorex	vagrans
Sorex	volnuchini	Sorex	volnuchini
Sorex	yukonicus	Sorex	yukonicus
Soriculus	nigrescens	Soriculus	nigrescens
Sotalia	fluviatilis	Sotalia	fluviatilis
Sotalia	guianensis	Sotalia	guianensis
Sousa	chinensis	Sousa	chinensis
Sousa	teuszii	Sousa	teuszii
Spalacopus	cyanus	Spalacopus	cyanus
Spalax	arenarius	Spalax	arenarius
Spalax	carmeli	Delete	Delete
Spalax	zemni	Spalax	zemni
Speothos	venaticus	Speothos	venaticus
Spermophilopsis	leptodactylus	Spermophilopsis	leptodactylus
Spermophilus	alashanicus	Spermophilus	alashanicus
Spermophilus	citellus	Spermophilus	citellus
Spermophilus	dauricus	Spermophilus	dauricus
Spermophilus	erythrogenys	Spermophilus	erythrogenys
Spermophilus	fulvus	Spermophilus	fulvus
Spermophilus	major	Spermophilus	major
Spermophilus	musicus	Spermophilus	musicus
Spermophilus	pallidicauda	Spermophilus	pallidicauda
Spermophilus	perotensis	Spermophilus	perotensis
Spermophilus	pygmaeus	Spermophilus	pygmaeus
Spermophilus	relictus	Spermophilus	relictus
Spermophilus	spilosoma	Spermophilus	spilosoma
Spermophilus	taurensis	Spermophilus	taurensis
Spermophilus	tridecemlineatus	Spermophilus	tridecemlineatus
Sphaerias	blanfordi	Sphaerias	blanfordi
Sphiggurus	melanura	Sphiggurus	melanurus
Spilocuscus	maculatus	Spilocuscus	maculatus
Spilocuscus	rufoniger	Spilocuscus	rufoniger
Spilogale	gracilis	Spilogale	gracilis
Spilogale	putorius	Spilogale	putorius
Srilankamys	ohiensis	Srilankamys	ohiensis
Steatomys	parvus	Steatomys	parvus
Stenella	attenuata	Stenella	attenuata
Stenella	clymene	Stenella	clymene
Stenella	frontalis	Stenella	frontalis
Stenella	longirostris	Stenella	longirostris
Steno	bredanensis	Steno	bredanensis
Stenocephalemys	albipes	Stenocephalemys	albipes
Stenocephalemys	albocaudata	Stenocephalemys	albocaudata
Stenonycteris	lanosus	Rousettus	lanosus
Stochomys	longicaudatus	Stochomys	longicaudatus
Strigocuscus	celebensis	Strigocuscus	celebensis
Strigocuscus	pelengensis	Strigocuscus	pelengensis
Sturnira	lilium	Sturnira	lilium
Stylodipus	telum	Stylodipus	telum
Suncus	dayi	Suncus	dayi
Suncus	etruscus	Suncus	etruscus
Suncus	fellowesgordoni	Suncus	fellowesgordoni
Suncus	infinitesimus	Suncus	infinitesimus
Suncus	lixus	Suncus	lixus
Suncus	madagascariensis	Suncus	madagascariensis
Suncus	malayanus	Suncus	malayanus
Suncus	megalura	Suncus	megalura
Suncus	murinus	Suncus	murinus
Suncus	remyi	Suncus	remyi
Suncus	stoliczkanus	Suncus	stoliczkanus
Suncus	varilla	Suncus	varilla
Sundamys	muelleri	Sundamys	muelleri
Sundasciurus	brookei	Sundasciurus	brookei
Sundasciurus	philippinensis	Sundasciurus	philippinensis
Suricata	suricatta	Suricata	suricatta
Sus	barbatus	Sus	barbatus
Sus	verrucosus	Sus	verrucosus
Syconycteris	australis	Syconycteris	australis
Sylvicapra	grimmia	Sylvicapra	grimmia
Sylvilagus	aquaticus	Sylvilagus	aquaticus
Sylvilagus	audubonii	Sylvilagus	audubonii
Sylvilagus	brasiliensis	Sylvilagus	brasiliensis
Sylvilagus	cunicularis	Sylvilagus	cunicularius
Sylvilagus	floridanus	Sylvilagus	floridanus
Sylvilagus	nuttallii	Sylvilagus	nuttallii
Sylvilagus	obscurus	Sylvilagus	obscurus
Sylvilagus	palustris	Sylvilagus	palustris
Sylvilagus	robustus	Sylvilagus	robustus
Sylvisorex	granti	Sylvisorex	granti
Sylvisorex	howelli	Sylvisorex	howelli
Sylvisorex	johnstoni	Sylvisorex	johnstoni
Sylvisorex	lunaris	Sylvisorex	lunaris
Sylvisorex	megalura	Delete	Delete
Sylvisorex	ollula	Sylvisorex	ollula
Symphalangus	syndactylus	Symphalangus	syndactylus
Syncerus	caffer	Syncerus	caffer
Tachyglossus	aculeatus	Tachyglossus	aculeatus
Tachyoryctes	splendens	Tachyoryctes	splendens
Tadarida	aegyptiaca	Tadarida	aegyptiaca
Tadarida	brasiliensis	Tadarida	brasiliensis
Tadarida	insignis	Tadarida	insignis
Tadarida	teniotis	Tadarida	teniotis
Talpa	altaica	Talpa	altaica
Talpa	caeca	Talpa	caeca
Talpa	caucasica	Talpa	caucasica
Talpa	europaea	Talpa	europaea
Talpa	levantis	Talpa	levantis
Talpa	occidentalis	Talpa	occidentalis
Talpa	romana	Talpa	romana
Talpa	stankovici	Talpa	stankovici
Tamandua	tetradactyla	Tamandua	tetradactyla
Tamias	alpinus	Tamias	alpinus
Tamias	amoenus	Tamias	amoenus
Tamias	bulleri	Tamias	bulleri
Tamias	canipes	Tamias	canipes
Tamias	cinereicollis	Tamias	cinereicollis
Tamias	dorsalis	Tamias	dorsalis
Tamias	durangae	Tamias	durangae
Tamias	merriami	Tamias	merriami
Tamias	minimus	Tamias	minimus
Tamias	obscurus	Tamias	obscurus
Tamias	ochrogenys	Tamias	ochrogenys
Tamias	palmeri	Tamias	palmeri
Tamias	panamintinus	Tamias	panamintinus
Tamias	quadrimaculatus	Tamias	quadrimaculatus
Tamias	quadrivittatus	Tamias	quadrivittatus
Tamias	ruficaudus	Tamias	ruficaudus
Tamias	rufus	Tamias	rufus
Tamias	senex	Tamias	senex
Tamias	sibiricus	Tamias	sibiricus
Tamias	siskiyou	Tamias	siskiyou
Tamias	sonomae	Tamias	sonomae
Tamias	speciosus	Tamias	speciosus
Tamias	striatus	Tamias	striatus
Tamias	townsendii	Tamias	townsendii
Tamias	umbrinus	Tamias	umbrinus
Tamiasciurus	hudsonicus	Tamiasciurus	hudsonicus
Tamiops	maritimus	Tamiops	maritimus
Tamiops	mcclellandii	Tamiops	macclellandii
Tamiops	rodolphii	Tamiops	rodolphii
Tamiops	swinhoei	Tamiops	swinhoei
Taphozous	nudiventris	Taphozous	nudiventris
Tapirus	bairdii	Tapirus	bairdii
Tapirus	indicus	Tapirus	indicus
Tapirus	pinchaque	Tapirus	pinchaque
Tapirus	terrestris	Tapirus	terrestris
Tarsipes	rostratus	Tarsipes	rostratus
Tarsius	bancanus	Tarsius	bancanus
Tarsius	dentatus	Tarsius	dentatus
Tarsius	lariang	Tarsius	lariang
Tarsius	syrichta	Tarsius	syrichta
Tarsius	tarsier	Tarsius	tarsier
Tasmacetus	shepherdi	Tasmacetus	shepherdi
Tatera	indica	Tatera	indica
Taterillus	arenarius	Taterillus	arenarius
Taurotragus	derbianus	Tragelaphus	derbianus
Taxidea	taxus	Taxidea	taxus
Tayassu	pecari	Tayassu	pecari
Tenrec	ecaudatus	Tenrec	ecaudatus
Tetracerus	quadricornis	Tetracerus	quadricornis
Thallomys	paedulcus	Thallomys	paedulcus
Thaptomys	nigrita	Thaptomys	nigrita
Theropithecus	gelada	Theropithecus	gelada
Thomasomys	baeops	Thomasomys	baeops
Thomomys	anitae	Delete	Delete
Thomomys	atrovarius	Delete	Delete
Thomomys	bottae	Thomomys	bottae
Thomomys	bulbivorus	Thomomys	bulbivorus
Thomomys	mazama	Thomomys	mazama
Thomomys	monticola	Thomomys	monticola
Thomomys	talpoides	Thomomys	talpoides
Thomomys	townsendii	Thomomys	townsendii
Thomomys	umbrinus	Thomomys	umbrinus
Thoopterus	nigrescens	Thoopterus	nigrescens
Thrichomys	apereoides	Thrichomys	apereoides
Thryonomys	swinderianus	Thryonomys	swinderianus
Thylacinus	cynocephalus	Thylacinus	cynocephalus
Thylamys	cinderella	Thylamys	cinderella
Thylamys	elegans	Thylamys	elegans
Thylamys	karimii	Thylamys	karimii
Thylamys	pallidior	Thylamys	pallidior
Thylamys	pusillus	Thylamys	pusillus
Thylamys	sponsorius	Thylamys	sponsorius
Thylamys	tatei	Thylamys	tatei
Thylamys	velutinus	Thylamys	velutinus
Thylamys	venustus	Thylamys	venustus
Thylogale	billardierii	Thylogale	billardierii
Thylogale	browni	Thylogale	browni
Thylogale	brunii	Thylogale	brunii
Thylogale	calabyi	Thylogale	calabyi
Thylogale	thetis	Thylogale	thetis
Tokudaia	muenninki	Tokudaia	muenninki
Tokudaia	osimensis	Tokudaia	osimensis
Tolypeutes	tricinctus	Tolypeutes	tricinctus
Trachops	cirrhosus	Trachops	cirrhosus
Trachypithecus	auratus	Trachypithecus	auratus
Trachypithecus	cristatus	Trachypithecus	cristatus
Trachypithecus	delacouri	Trachypithecus	delacouri
Trachypithecus	francoisi	Trachypithecus	francoisi
Trachypithecus	geei	Trachypithecus	geei
Trachypithecus	germaini	Trachypithecus	germaini
Trachypithecus	hatinhensis	Trachypithecus	hatinhensis
Trachypithecus	johnii	Trachypithecus	johnii
Trachypithecus	obscurus	Trachypithecus	obscurus
Trachypithecus	phayrei	Trachypithecus	phayrei
Trachypithecus	pileatus	Trachypithecus	pileatus
Trachypithecus	poliocephalus	Trachypithecus	poliocephalus
Trachypithecus	vetulus	Trachypithecus	vetulus
Tragelaphus	eurycerus	Tragelaphus	eurycerus
Tragelaphus	imberbis	Tragelaphus	imberbis
Tragulus	javanicus	Tragulus	javanicus
Tragulus	napu	Tragulus	napu
Transandinomys	talamancae	Transandinomys	talamancae
Tremarctos	ornatus	Tremarctos	ornatus
Trichechus	inunguis	Trichechus	inunguis
Trichechus	manatus	Trichechus	manatus
Trichechus	senegalensis	Trichechus	senegalensis
Trichosurus	arnhemensis	Delete	Delete
Trichosurus	caninus	Trichosurus	caninus
Trichosurus	johnstonii	Delete	Delete
Trichosurus	vulpecula	Trichosurus	vulpecula
Trichys	fasciculata	Trichys	fasciculata
Trinomys	albispinus	Trinomys	albispinus
Trinomys	dimidiatus	Trinomys	dimidiatus
Trinomys	eliasi	Trinomys	eliasi
Trinomys	iheringi	Trinomys	iheringi
Trinomys	paratus	Trinomys	paratus
Trinomys	yonenagae	Trinomys	yonenagae
Trogopterus	xanthipes	Trogopterus	xanthipes
Tscherskia	triton	Tscherskia	triton
Tupaia	belangeri	Tupaia	belangeri
Tupaia	chinensis	Delete	Delete
Tupaia	dorsalis	Tupaia	dorsalis
Tupaia	glis	Tupaia	glis
Tupaia	gracilis	Tupaia	gracilis
Tupaia	javanica	Tupaia	javanica
Tupaia	longipes	Tupaia	longipes
Tupaia	minor	Tupaia	minor
Tupaia	moellendorffi	Tupaia	moellendorffi
Tupaia	montana	Tupaia	montana
Tupaia	nicobarica	Tupaia	nicobarica
Tupaia	palawanensis	Tupaia	palawanensis
Tupaia	picta	Tupaia	picta
Tupaia	salatana	Delete	Delete
Tupaia	splendidula	Tupaia	splendidula
Tupaia	tana	Tupaia	tana
Tursiops	aduncus	Tursiops	aduncus
Tursiops	australis	Delete	Delete
Tursiops	truncatus	Tursiops	truncatus
Tylomys	nudicaudus	Tylomys	nudicaudus
Tylonycteris	pachypus	Tylonycteris	pachypus
Tylonycteris	robustula	Tylonycteris	robustula
Tympanoctomys	barrerae	Tympanoctomys	barrerae
Uncia	uncia	Panthera	uncia
Uranomys	ruddi	Uranomys	ruddi
Urocitellus	armatus	Spermophilus	armatus
Urocitellus	beldingi	Spermophilus	beldingi
Urocitellus	columbianus	Spermophilus	columbianus
Urocitellus	mollis	Spermophilus	mollis
Urocitellus	parryii	Spermophilus	parryii
Urocitellus	richardsonii	Spermophilus	richardsonii
Urocitellus	undulatus	Spermophilus	undulatus
Urocyon	cinereoargenteus	Urocyon	cinereoargenteus
Urocyon	littoralis	Urocyon	littoralis
Uroderma	bilobatum	Uroderma	bilobatum
Urogale	everetti	Urogale	everetti
Uromys	caudimaculatus	Uromys	caudimaculatus
Uromys	hadrourus	Uromys	hadrourus
Uropsilus	gracilis	Uropsilus	gracilis
Uropsilus	soricipes	Uropsilus	soricipes
Urotrichus	talpoides	Urotrichus	talpoides
Ursus	americanus	Ursus	americanus
Ursus	arctos	Ursus	arctos
Ursus	maritimus	Ursus	maritimus
Ursus	spelaeus	Ursus	spelaeus
Ursus	thibetanus	Ursus	thibetanus
Vampyrodes	caraccioli	Vampyrodes	caraccioli
Vampyrum	spectrum	Vampyrum	spectrum
Varecia	rubra	Varecia	rubra
Varecia	variegata	Varecia	variegata
Vespertilio	murinus	Vespertilio	murinus
Vespertilio	sinensis	Vespertilio	sinensis
Vicugna	pacos	Delete	Delete
Vicugna	vicugna	Vicugna	vicugna
Viverra	zibetha	Viverra	zibetha
Viverricula	indica	Viverricula	indica
Voalavo	gymnocaudus	Voalavo	gymnocaudus
Vombatus	ursinus	Vombatus	ursinus
Vormela	peregusna	Vormela	peregusna
Vulpes	cana	Vulpes	cana
Vulpes	chama	Vulpes	chama
Vulpes	corsac	Vulpes	corsac
Vulpes	ferrilata	Vulpes	ferrilata
Vulpes	lagopus	Vulpes	lagopus
Vulpes	macrotis	Vulpes	macrotis
Vulpes	rueppellii	Vulpes	rueppellii
Vulpes	velox	Vulpes	velox
Vulpes	vulpes	Vulpes	vulpes
Vulpes	zerda	Vulpes	zerda
Wallabia	bicolor	Wallabia	bicolor
Wyulda	squamicaudata	Wyulda	squamicaudata
Xenomys	nelsoni	Xenomys	nelsoni
Xeromys	myoides	Xeromys	myoides
Xerospermophilus	mohavensis	Spermophilus	mohavensis
Xerospermophilus	tereticaudus	Spermophilus	tereticaudus
Xerus	erythropus	Xerus	erythropus
Xerus	inauris	Xerus	inauris
Xerus	princeps	Xerus	princeps
Xerus	rutilus	Xerus	rutilus
Zaedyus	pichiy	Zaedyus	pichiy
Zalophus	californianus	Zalophus	californianus
Zalophus	japonicus	Zalophus	japonicus
Zalophus	wollebaeki	Zalophus	wollebaeki
Zapus	hudsonius	Zapus	hudsonius
Zapus	princeps	Zapus	princeps
Zapus	trinotatus	Zapus	trinotatus
Zelotomys	hildegardeae	Zelotomys	hildegardeae
Ziphius	cavirostris	Ziphius	cavirostris
Zygodontomys	brevicauda	Zygodontomys	brevicauda
Zygodontomys	cherriei	Delete	Delete
Zygogeomys	trichopus	Zygogeomys	trichopus
Zyzomys	argurus	Zyzomys	argurus
